////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
//1. X, Y, Z
//2. N, E, Z
//3. Pt#, X, Y, Z
//4. Pt#, N, E, Z
//First Line for definition of file format
//Line #1		<Integer> ->for above file fmts 
//Line #2		<Integer> ->for separator type->> 1 = space; 2 = comma; 3 = semicolon;
////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
//File format
////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
1
1
//Data(GRID)
//////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
4388.468	5140.567	5.846
4389.269	5143.771	5.122
4390.180	5146.171	4.087
4391.774	5148.716	2.897
4406.040	5142.180	2.627
4405.181	5140.697	2.980
4404.185	5138.986	3.635
4403.789	5137.664	4.287
4403.012	5136.850	5.255
4453.321	5114.197	6.691
4454.111	5116.528	5.620
4510.128	5103.408	5.718
4511.579	5106.663	4.282
4512.005	5109.180	2.927
4436.679	5122.718	4.930
4500.484	5115.271	2.725
4436.671	5120.964	5.622
4499.038	5112.496	4.441
4437.160	5118.868	6.604
4498.330	5107.690	6.001
4436.350	5117.499	6.728
4485.679	5111.211	6.090
4486.303	5114.434	4.965
4425.142	5121.432	6.496
4485.360	5109.308	8.035
4382.875	5151.117	3.527
4383.704	5154.204	2.826
4389.958	5149.909	3.139
4389.748	5152.270	2.357
4413.411	5110.027	3.077
4411.638	5103.968	3.353
4409.254	5096.920	3.756
4406.604	5089.337	4.210
4404.805	5083.542	4.535
4408.350	5114.221	7.357
4410.073	5123.613	7.423
4400.828	5092.284	7.554
4412.559	5086.430	6.713
4419.713	5110.066	6.663
4416.278	5098.832	6.714
4428.260	5123.495	6.020
4696.378	5055.854	6.067
4695.607	5054.660	7.084
4707.574	5057.545	6.301
4711.321	5060.735	4.257
4710.275	5058.393	5.176
4713.768	5055.573	5.158
4714.278	5057.693	4.430
4710.536	5054.690	6.452
4695.537	5055.326	6.749
4696.242	5057.711	5.196
4696.584	5060.446	3.919
4698.384	5049.334	6.160
4690.219	5064.496	3.371
4689.393	5061.807	4.809
4688.574	5059.519	6.411
4684.615	5060.656	6.917
4684.786	5063.786	5.049
4684.861	5066.115	3.597
4677.910	5066.321	3.595
4678.080	5063.835	4.835
4677.586	5061.701	5.789
4670.454	5065.976	3.754
4669.876	5063.048	4.882
4668.949	5060.483	4.782
4663.937	5062.169	6.276
4663.933	5064.901	4.873
4663.713	5066.931	3.747
4657.526	5066.495	3.671
4558.493	5088.730	9.100
4542.338	5092.712	8.719
4538.023	5099.770	3.869
4529.360	5101.702	3.918
4547.769	5098.307	4.321
4547.686	5096.701	5.569
4547.171	5094.749	4.863
4561.117	5095.484	3.985
4559.733	5092.486	5.213
4559.057	5090.790	6.595
4570.366	5089.846	3.951
4568.565	5086.148	5.552
4567.147	5084.687	7.323
4575.143	5082.626	5.000
4576.776	5085.471	4.059
4740.218	5046.540	4.358
4739.155	5044.456	5.103
4738.732	5049.130	3.877
4737.402	5046.951	5.163
4735.039	5045.289	6.015
4729.603	5051.576	4.023
4728.314	5046.785	6.276
4720.717	5053.579	3.975
4717.722	5050.239	5.607
4748.592	5040.160	7.826
4748.266	5042.234	6.183
4749.464	5044.760	4.843
4750.213	5046.953	3.478
4809.928	5031.429	5.464
4796.793	5037.714	3.677
4794.700	5036.060	4.971
4790.036	5039.878	3.869
4788.925	5037.103	5.396
4623.858	5048.162	0.378
4630.619	5047.683	3.744
4632.916	5052.022	4.122
4637.167	5054.589	3.664
4644.381	5060.129	3.760
4641.616	5068.618	2.106
4635.615	5061.572	1.977
4640.396	5061.491	2.947
4642.330	5054.500	4.974
4639.157	5046.563	5.647
4634.338	5034.496	5.932
4626.465	5028.996	5.449
4623.561	5015.595	5.948
4616.205	5002.443	6.021
4610.492	4993.423	6.132
4600.351	4987.464	1.202
4646.041	5037.319	7.777
4639.772	5030.479	7.740
4633.682	5019.286	7.822
4567.947	5023.536	8.003
4573.529	5021.701	6.728
4577.095	5020.548	5.691
4583.863	5018.942	4.126
4589.815	5035.999	3.992
4583.637	5038.321	5.836
4576.798	5039.356	7.593
4579.756	5058.329	7.559
4584.935	5057.868	7.061
4587.479	5057.156	5.796
4596.201	5056.842	4.430
4586.987	5069.586	5.414
4583.503	5069.153	6.654
4580.679	5070.121	7.783
4596.611	5061.317	3.345
4748.530	5048.206	3.855
4748.568	5040.849	7.532
4748.206	5045.040	4.571
4764.630	5038.058	6.006
4765.118	5040.120	5.329
4765.609	5043.869	3.885
4778.209	5035.017	6.221
4772.551	5037.735	5.513
4775.743	5040.381	3.926
4780.129	5036.593	5.535
4782.376	5039.002	3.688
4786.702	5034.902	6.395
4788.120	5037.152	5.028
4788.460	5040.000	4.103
4581.974	5095.617	1.181
4579.614	5090.198	2.334
4585.437	5088.302	2.152
4588.497	5092.185	1.254
4594.952	5088.483	1.331
4601.757	5084.327	1.355
4604.938	5081.084	1.240
4602.583	5075.516	1.287
4599.182	5079.109	2.299
4591.954	5083.821	2.372
4585.147	5080.412	4.105
4589.608	5077.649	3.451
4597.874	5068.434	1.939
4600.206	5066.629	1.090
4598.435	5065.072	1.928
4600.720	5062.025	1.118
4600.235	5059.949	1.706
4598.417	5058.705	3.250
4880.630	5016.701	3.180
4875.646	5017.370	2.771
4876.054	5025.441	1.650
4880.339	5021.082	1.951
4871.757	5020.756	2.262
4864.125	5017.356	2.948
4863.982	5031.414	1.364
4867.399	5037.958	-0.995
4852.466	5024.837	2.037
4840.316	5031.345	1.377
4839.649	5024.402	2.440
4830.655	5017.098	2.519
4815.228	5015.181	3.658
4817.589	5025.360	3.156
4824.770	5010.448	3.455
4818.637	5009.777	3.633
4816.613	5002.995	3.635
4821.564	5023.505	2.915
4824.312	5029.830	2.153
4830.255	5035.716	0.255
4876.454	5043.358	-2.303
4888.401	5040.459	-2.069
4852.370	5029.204	1.402
4829.726	5030.256	1.662
4832.486	5041.775	-0.263
4817.964	5035.300	1.718
4804.352	5040.899	1.690
4797.173	5046.487	1.333
4801.291	5055.980	-0.498
4813.058	5053.557	-0.392
4816.220	5056.523	-2.282
4829.534	5055.277	-1.962
4792.594	5042.740	3.012
4786.934	5044.502	2.580
4741.108	5071.717	-1.168
4734.568	5066.826	-0.427
4731.199	5057.131	2.179
4735.118	5054.219	2.692
4718.878	5061.472	2.783
4709.820	5065.603	2.182
4698.881	5068.568	1.213
4695.400	5063.880	2.825
4684.693	5070.320	1.982
4674.459	5070.918	2.187
4668.889	5072.306	2.309
4663.344	5076.616	0.813
4656.583	5078.618	-0.488
4656.923	5087.404	-2.912
4668.903	5095.542	-5.826
4680.215	5097.183	-5.928
4699.437	5093.945	-4.154
4720.071	5084.967	-4.834
4734.757	5076.558	-4.170
4727.160	5066.030	3.129
4654.525	5078.295	0.256
4648.350	5067.532	2.144
4630.592	5052.603	2.827
4621.382	5043.526	-2.168
4615.424	5035.229	-1.856
4616.388	5029.905	-1.430
4612.324	5038.804	-1.975
4604.512	5027.864	-1.475
4596.363	5026.453	-1.188
4591.814	5028.998	2.820
4593.113	5036.986	-1.591
4597.082	5042.742	-2.087
4602.664	5045.312	-2.195
4610.913	5052.722	-2.218
4615.298	5065.047	-2.212
4621.219	5082.587	-2.189
4628.183	5094.750	-3.190
4646.834	5098.335	-4.892
4652.588	5087.425	-4.066
4611.621	5087.740	-4.819
4594.451	5097.822	-2.073
4592.699	5088.388	1.060
4609.018	5070.114	-1.681
4619.468	5078.698	-2.345
4386.931	5163.845	-1.742
4380.074	5168.293	-2.507
4368.283	5166.015	-0.388
4360.683	5179.828	-2.579
4359.519	5174.334	-0.797
4372.849	5183.272	-6.199
4384.898	5174.518	-7.336
4389.340	5166.359	-4.888
4405.909	5159.932	-4.966
4423.835	5154.142	-4.682
4430.725	5154.897	-5.517
4426.253	5146.632	-2.579
4437.847	5147.419	-2.679
4447.646	5143.424	-2.768
4455.405	5139.456	-0.968
4463.855	5136.360	-1.078
4473.993	5138.693	-3.859
4485.342	5136.003	-4.006
4496.904	5130.844	-3.404
4505.050	5127.722	-2.582
4516.963	5126.695	-3.998
4529.684	5122.032	-3.502
4543.141	5117.602	-3.080
4556.008	5115.710	-3.388
4565.403	5113.122	-4.067
4579.434	5108.940	-3.695
4598.569	5118.311	-5.489
4586.074	5124.604	-7.337
4573.917	5127.585	-7.815
4562.939	5129.186	-7.485
4549.172	5131.967	-7.885
4539.696	5134.296	-8.016
4524.938	5138.435	-7.612
4510.613	5142.868	-7.723
4498.128	5147.025	-7.907
4487.109	5149.891	-8.302
4473.492	5153.340	-7.821
4463.474	5154.931	-7.827
4453.402	5156.322	-7.113
4447.337	5160.660	-7.338
4433.305	5165.205	-8.028
4423.995	5166.998	-8.281
4414.946	5169.549	-8.318
4408.257	5171.631	-8.278
4407.365	5180.076	-9.148
4399.116	5186.002	-9.335
4387.489	5191.494	-9.455
4378.655	5195.071	-9.442
4367.206	5197.649	-9.550
4362.645	5188.926	-8.953
5037.835	4948.110	0.396
5081.059	4983.586	1.135
5027.066	4949.241	0.382
5070.989	4984.879	1.022
5029.342	4957.608	0.378
5059.407	4987.293	0.894
5032.392	4967.485	0.180
5049.988	4988.644	0.759
