////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
//1. X, Y, Z
//2. N, E, Z
//3. Pt#, X, Y, Z
//4. Pt#, N, E, Z
//First Line for definition of file format
//Line #1		<Integer> ->for above file fmts 
//Line #2		<Integer> ->for separator type->> 1 = space; 2 = comma; 3 = semicolon;
////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
//File format
////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
1
2
//Data(GRID)
//////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
1049.849,1349.818,110.972
1049.492,1376.462,109.769
1049.932,1400.255,108.724
1050.634,1406.351,108.344
1049.651,1324.539,111.849
1049.996,1300.015,113.364
1049.962,1282.268,114.055
1050.355,1273.672,115.368
1050.139,1262.708,117.607
1050.19,1256.37,117.699
1049.906,1253.547,116.595
1050.183,1250.055,117.642
1044.11,1250.134,116.745
1035.231,1250.728,115.307
1021.292,1249.985,113.965
1022.104,1274.088,113.25
1022.418,1300.942,112.045
1023.176,1326.656,111.89
1023.63,1350.264,111.524
1009.488,1349.904,111.291
1000.008,1349.995,110.152
1000.014,1326.344,110.853
1000.127,1300.171,111.454
1000.118,1274.757,112.318
999.877,1261.767,112.967
999.82,1258.05,113.55
999.924,1249.874,113.043
1008.593,1249.955,114.147
1008.373,1256.954,115.306
1009.794,1268.352,112.892
1015.553,1265.929,112.937
1017.92,1258.081,113.491
1014.606,1257.816,114.018
995.752,1258.915,112.518
974.995,1249.666,111.645
975.179,1273.336,111.273
975.178,1299.944,110.673
975.314,1321.894,109.565
975.414,1334.321,109.659
975.116,1350.681,109.361
975.021,1375.144,108.918
974.911,1400.424,108.204
974.582,1425.113,107.227
999.985,1419.633,107.847
1000.034,1400.022,108.308
999.856,1376.489,109.132
1024.86,1374.785,109.381
1025.21,1392.742,108.894
1025.456,1414.905,108.07
949.989,1376.854,108.355
950.01,1400.069,107.805
949.7,1425.019,107.325
949.967,1431.377,106.693
949.937,1349.91,108.781
949.844,1331.312,108.707
950.016,1323.674,109.347
949.874,1300.032,109.589
950.242,1275.401,109.957
950.001,1250.193,110.658
943.968,1250.971,109.948
939.045,1275.198,109.617
935.846,1297.866,109.46
935.873,1324.152,108.895
928.999,1323.294,108.641
928.066,1349.917,108.408
922.293,1349.68,108.094
927.117,1377.427,107.661
914.722,1377.043,107.607
900.602,1399.745,107.1
925.098,1401.217,107.361
920.143,1425.86,106.722
920.517,1432.694,106.556
879.47,1435.266,105.811
1037.721,1348.381,111.241
1037.695,1341.258,112.81
1037.945,1328.546,112.479
1028.498,1335.626,111.942
1075.605,1395.671,108.839
1075.027,1372.43,109.701
1074.306,1350.012,110.677
1073.65,1325.379,111.845
1073.589,1318.771,112.416
1073.459,1309.332,113.796
1073.357,1300.728,114.032
1073.464,1283.083,113.757
1073.419,1268.447,116.332
1073.421,1256.154,118.958
1073.371,1252.247,119.863
1087.933,1251.324,117.23
1099.996,1250.103,116.85
1099.749,1260.366,114.738
